Model,Release date,Max resolution,Low resolution,Effective pixels,Zoom wide (W),Zoom tele (T),Normal focus range,Macro focus range,Storage included,Weight (inc. batteries),Dimensions,Price
Kodak DX3600,2001,1800.0,900.0,2.0,35.0,70.0,50.0,28.0,8.0,250.0,120.0,129.0
Kodak DX3700,2001,2160.0,0.0,3.0,37.0,37.0,50.0,15.0,8.0,250.0,150.0,129.0
Kodak DX3900,2001,2160.0,1800.0,3.0,35.0,70.0,50.0,7.0,8.0,260.0,116.0,129.0
Kodak DX4330,2002,2160.0,1800.0,3.0,38.0,114.0,60.0,7.0,16.0,260.0,111.0,126.0
Kodak DX4530,2003,2580.0,0.0,5.0,38.0,114.0,60.0,7.0,32.0,210.0,111.0,126.0
Kodak DX4900,2002,2448.0,2160.0,4.0,35.0,70.0,50.0,7.0,16.0,260.0,116.0,129.0
Kodak DX6340,2003,2032.0,0.0,3.0,36.0,144.0,50.0,10.0,16.0,280.0,109.0,126.0
Kodak DX6440,2003,2304.0,0.0,4.0,33.0,132.0,50.0,10.0,16.0,270.0,109.0,129.0
Kodak DX6490,2003,2304.0,0.0,4.0,38.0,380.0,60.0,12.0,16.0,380.0,100.0,129.0
Kodak DX7440,2004,2304.0,2048.0,4.0,33.0,132.0,50.0,10.0,32.0,270.0,100.0,129.0
Kodak DX7590,2004,2576.0,2576.0,5.0,38.0,380.0,60.0,12.0,32.0,400.0,97.0,126.0
Kodak DX7630,2004,2872.0,0.0,6.0,39.0,117.0,60.0,7.0,32.0,270.0,100.0,126.0
Kodak Easyshare One,2005,2304.0,0.0,4.0,36.0,100.0,60.0,10.0,256.0,275.0,103.0,296.0
Kodak LS420,2002,1752.0,876.0,2.0,38.0,38.0,80.0,0.0,8.0,160.0,109.0,129.0
Kodak LS443,2002,2448.0,2160.0,4.0,35.0,105.0,70.0,13.0,16.0,260.0,109.0,129.0
Kodak LS633,2003,2041.0,0.0,3.0,37.0,111.0,60.0,13.0,16.0,260.0,114.0,126.0
Kodak LS743,2004,2304.0,0.0,4.0,36.0,100.0,60.0,12.0,16.0,220.0,108.0,126.0
Kodak LS753,2004,2569.0,0.0,5.0,36.0,108.0,60.0,12.0,32.0,220.0,108.0,126.0
Kodak LS755,2004,2592.0,2288.0,5.0,36.0,108.0,70.0,5.0,16.0,210.0,95.0,126.0
Kodak M753,2007,3056.0,2592.0,7.0,37.0,111.0,40.0,7.0,16.0,165.0,93.0,126.0
Kodak M853,2007,3296.0,2592.0,8.0,37.0,111.0,40.0,7.0,16.0,165.0,93.0,146.0
Kodak M873,2007,3264.0,2592.0,8.0,38.0,114.0,70.0,10.0,32.0,160.0,92.0,146.0
Kodak M883,2007,3280.0,0.0,8.0,38.0,114.0,70.0,10.0,64.0,166.0,92.0,146.0
Kodak mc3,2001,640.0,0.0,0.0,37.0,37.0,70.0,0.0,16.0,198.0,105.0,129.0
Kodak P712,2006,3072.0,2592.0,7.0,36.0,432.0,50.0,10.0,32.0,440.0,108.0,126.0
Kodak P850,2005,2592.0,2048.0,5.0,36.0,432.0,10.0,10.0,32.0,450.0,108.0,146.0
Kodak P880,2005,3264.0,2560.0,8.0,24.0,140.0,10.0,5.0,32.0,570.0,116.0,146.0
Kodak V1003,2007,3648.0,2560.0,10.0,36.0,108.0,60.0,5.0,24.0,185.0,103.0,129.0
Kodak V530,2005,2569.0,2576.0,5.0,36.0,108.0,60.0,7.0,16.0,150.0,92.0,126.0
Kodak V550,2005,2569.0,2576.0,5.0,36.0,108.0,60.0,7.0,32.0,160.0,94.0,126.0
Kodak V570,2006,2569.0,2576.0,5.0,39.0,117.0,0.0,0.0,32.0,175.0,101.0,129.0
Kodak V610,2006,2832.0,2304.0,6.0,38.0,380.0,0.0,0.0,32.0,195.0,111.0,129.0
Kodak V705,2006,3072.0,2576.0,7.0,23.0,117.0,60.0,5.0,32.0,165.0,101.0,126.0
Kodak V803,2007,3264.0,2560.0,8.0,36.0,108.0,60.0,5.0,24.0,185.0,103.0,146.0
Kodak Z1275,2007,4000.0,2832.0,12.0,35.0,175.0,60.0,10.0,64.0,211.0,90.0,129.0
Kodak Z612,2006,2848.0,2304.0,6.0,35.0,420.0,50.0,10.0,32.0,330.0,104.0,129.0
Kodak Z650,2006,2848.0,2304.0,6.0,38.0,380.0,60.0,12.0,32.0,320.0,98.0,126.0
Kodak Z700,2005,2304.0,0.0,4.0,35.0,175.0,60.0,10.0,16.0,270.0,97.0,126.0
Kodak Z710,2006,3072.0,2592.0,7.0,38.0,380.0,60.0,12.0,32.0,360.0,98.0,126.0
Kodak Z712,2007,3072.0,2592.0,7.0,36.0,423.0,60.0,13.0,32.0,350.0,104.0,126.0
Kodak Z730,2005,2576.0,2304.0,5.0,33.0,132.0,50.0,10.0,32.0,270.0,100.0,126.0
Kodak Z740,2005,2576.0,2304.0,5.0,38.0,380.0,60.0,12.0,32.0,330.0,98.0,126.0
Kodak Z7590,2005,2576.0,2576.0,5.0,38.0,380.0,60.0,12.0,32.0,400.0,97.0,126.0
Kodak Z760,2005,2872.0,2856.0,6.0,39.0,117.0,60.0,7.0,32.0,259.0,100.0,126.0
Kodak Z885,2007,3264.0,2592.0,8.0,36.0,180.0,60.0,7.0,32.0,211.0,90.0,146.0
Kyocera Finecam 3300,2000,2048.0,1024.0,3.0,38.0,76.0,60.0,10.0,8.0,240.0,38.0,169.0
Kyocera Finecam L30,2003,2048.0,1024.0,3.0,38.0,115.0,60.0,20.0,16.0,220.0,111.0,169.0
Kyocera Finecam L3V,2003,2048.0,1600.0,3.0,38.0,115.0,60.0,20.0,16.0,220.0,112.0,169.0
Kyocera Finecam L4V,2003,2304.0,1600.0,4.0,35.0,105.0,60.0,20.0,16.0,220.0,112.0,199.0
Kyocera Finecam M400R,2004,2272.0,1600.0,4.0,37.0,370.0,60.0,10.0,0.0,340.0,107.0,169.0
Kyocera Finecam M410R,2004,2272.0,1600.0,4.0,37.0,370.0,60.0,10.0,0.0,340.0,107.0,179.0
Kyocera Finecam S3,2001,2048.0,1024.0,3.0,38.0,76.0,30.0,6.0,16.0,160.0,30.0,1699.0
Kyocera Finecam S3L,2002,2048.0,1600.0,3.0,35.0,105.0,55.0,12.0,16.0,205.0,92.0,1699.0
Kyocera Finecam S3R,2003,2048.0,1600.0,3.0,35.0,105.0,60.0,17.0,16.0,205.0,92.0,1699.0
Kyocera Finecam S3x,2002,2048.0,1024.0,3.0,35.0,105.0,55.0,12.0,16.0,175.0,32.0,1699.0
Kyocera Finecam S4,2002,2272.0,1280.0,3.0,35.0,105.0,55.0,12.0,16.0,175.0,32.0,1699.0
Kyocera Finecam S5,2002,2560.0,1600.0,5.0,35.0,105.0,55.0,12.0,16.0,205.0,92.0,1699.0
Kyocera Finecam S5R,2003,2560.0,1600.0,5.0,35.0,105.0,60.0,17.0,16.0,205.0,92.0,1699.0
Kyocera Finecam SL300R,2003,2048.0,1600.0,3.0,35.0,115.0,60.0,20.0,16.0,175.0,100.0,229.0
Kyocera Finecam SL400R,2004,2272.0,1600.0,3.0,35.0,115.0,60.0,20.0,16.0,155.0,100.0,229.0
Leica C-LUX 1,2006,2816.0,2048.0,6.0,28.0,102.0,50.0,5.0,16.0,155.0,94.0,509.0
Leica Digilux,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,2.0,260.0,80.0,149.0
Leica Digilux 1,2002,2240.0,1600.0,3.0,33.0,100.0,30.0,6.0,32.0,455.0,127.0,249.0
Leica Digilux 2,2003,2560.0,2048.0,4.0,28.0,90.0,30.0,30.0,64.0,705.0,135.0,249.0
Leica Digilux 3,2006,3136.0,2560.0,7.0,0.0,0.0,0.0,0.0,0.0,606.0,146.0,269.0
Leica Digilux 4.3,2000,2400.0,1280.0,2.0,36.0,108.0,80.0,20.0,16.0,280.0,78.0,149.0
Leica Digilux Zoom,2000,1280.0,640.0,1.0,38.0,114.0,80.0,20.0,8.0,270.0,79.0,249.0
Leica D-LUX 2,2005,3840.0,3072.0,8.0,28.0,112.0,50.0,5.0,32.0,220.0,106.0,509.0
Leica D-LUX 3,2006,4224.0,3840.0,10.0,28.0,112.0,50.0,5.0,13.0,220.0,106.0,509.0
Leica M8,2006,3936.0,2952.0,10.0,0.0,0.0,0.0,0.0,0.0,591.0,139.0,146.0
Leica V-LUX 1,2006,3648.0,3264.0,10.0,35.0,420.0,30.0,5.0,32.0,734.0,141.0,509.0
Nikon Coolpix 100,1997,512.0,320.0,0.0,52.0,52.0,23.0,14.0,1.0,200.0,60.0,229.0
Nikon Coolpix 2000,2002,1632.0,1024.0,1.0,38.0,114.0,0.0,0.0,8.0,295.0,108.0,229.0
Nikon Coolpix 2100,2003,1600.0,1024.0,1.0,36.0,108.0,30.0,4.0,8.0,215.0,88.0,99.0
Nikon Coolpix 2200,2004,1600.0,1024.0,1.0,36.0,108.0,30.0,4.0,14.0,190.0,88.0,229.0
Nikon Coolpix 2500,2002,1600.0,1280.0,1.0,37.0,111.0,30.0,4.0,8.0,250.0,114.0,229.0
Nikon Coolpix 300,1997,640.0,0.0,0.0,45.0,45.0,23.0,14.0,4.0,250.0,78.0,229.0
Nikon Coolpix 3100,2003,2048.0,1600.0,3.0,38.0,115.0,30.0,4.0,16.0,215.0,88.0,99.0
Nikon Coolpix 3200,2004,2048.0,1600.0,3.0,38.0,115.0,30.0,4.0,14.0,190.0,88.0,229.0
Nikon Coolpix 3500,2002,2048.0,1600.0,3.0,37.0,111.0,30.0,4.0,8.0,250.0,114.0,229.0
Nikon Coolpix 3700,2003,2048.0,1600.0,3.0,35.0,105.0,30.0,3.0,16.0,162.0,95.5,229.0
Nikon Coolpix 4100,2004,2288.0,1600.0,3.0,35.0,105.0,0.0,0.0,14.0,190.0,88.0,99.0
Nikon Coolpix 4200,2004,2272.0,2048.0,3.0,38.0,114.0,30.0,4.0,12.0,180.0,88.0,229.0
Nikon Coolpix 4300,2002,2272.0,2048.0,3.0,38.0,114.0,30.0,4.0,16.0,286.0,95.0,229.0
Nikon Coolpix 4500,2002,2272.0,1280.0,3.0,38.0,155.0,30.0,2.0,16.0,374.0,130.0,229.0
Nikon Coolpix 4600,2005,2288.0,1600.0,3.0,34.0,102.0,30.0,4.0,14.0,180.0,85.0,229.0
Nikon Coolpix 4800,2004,2288.0,1600.0,4.0,36.0,300.0,40.0,1.0,13.0,295.0,106.0,229.0
Nikon Coolpix 5000,2001,2560.0,1600.0,4.0,28.0,85.0,50.0,2.0,32.0,414.0,102.0,229.0
Nikon Coolpix 5200,2004,2592.0,2048.0,5.0,38.0,114.0,30.0,4.0,12.0,180.0,88.0,229.0
Nikon Coolpix 5400,2003,2592.0,1600.0,5.0,28.0,116.0,50.0,1.0,16.0,400.0,108.0,229.0
Nikon Coolpix 5600,2005,2592.0,2048.0,5.0,34.0,102.0,30.0,4.0,14.0,180.0,85.0,229.0
Nikon Coolpix 5700,2002,2560.0,1600.0,4.0,35.0,280.0,50.0,3.0,32.0,512.0,108.0,229.0
Nikon Coolpix 5900,2005,2592.0,2048.0,5.0,38.0,114.0,30.0,4.0,13.0,185.0,88.0,229.0
Nikon Coolpix 600,1998,1024.0,512.0,0.0,36.0,36.0,50.0,14.0,8.0,220.0,110.0,229.0
Nikon Coolpix 700,1999,1600.0,640.0,1.0,35.0,35.0,30.0,9.0,8.0,340.0,114.0,229.0
Nikon Coolpix 7600,2005,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,14.0,195.0,85.0,229.0
Nikon Coolpix 775,2001,1600.0,1024.0,1.0,38.0,115.0,30.0,4.0,8.0,230.0,87.0,159.0
Nikon Coolpix 7900,2005,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,185.0,88.0,229.0
Nikon Coolpix 800,1999,1600.0,640.0,1.0,38.0,76.0,30.0,7.0,8.0,360.0,119.0,229.0
Nikon Coolpix 8400,2004,3264.0,2592.0,8.0,24.0,85.0,50.0,3.0,0.0,470.0,113.0,229.0
Nikon Coolpix 8700,2004,3264.0,2592.0,8.0,35.0,280.0,50.0,3.0,0.0,512.0,113.0,229.0
Nikon Coolpix 880,2000,2048.0,1024.0,3.0,38.0,95.0,40.0,4.0,8.0,320.0,99.5,229.0
Nikon Coolpix 8800,2004,3264.0,2592.0,8.0,35.0,350.0,50.0,3.0,0.0,680.0,116.0,229.0
Nikon Coolpix 885,2001,2048.0,1024.0,3.0,38.0,114.0,40.0,4.0,16.0,286.0,95.0,159.0
Nikon Coolpix 900,1998,1280.0,640.0,1.0,38.0,115.0,50.0,20.0,4.0,420.0,157.0,229.0
Nikon Coolpix 900S,1998,1280.0,640.0,1.0,38.0,115.0,50.0,20.0,8.0,420.0,157.0,229.0
Nikon Coolpix 950,1999,1600.0,1024.0,1.0,38.0,115.0,30.0,2.0,8.0,480.0,143.0,229.0
Nikon Coolpix 990,2000,2048.0,1024.0,3.0,38.0,115.0,30.0,2.0,16.0,450.0,143.0,229.0
Nikon Coolpix 995,2001,2048.0,1600.0,3.0,38.0,152.0,30.0,2.0,16.0,420.0,138.0,159.0
Nikon Coolpix L1,2005,2816.0,2048.0,6.0,38.0,190.0,50.0,4.0,10.0,195.0,90.0,99.0
Nikon Coolpix L10,2007,2560.0,2048.0,4.0,37.0,112.0,40.0,15.0,7.0,165.0,90.0,99.0
Nikon Coolpix L11,2007,2816.0,2048.0,6.0,37.0,112.0,40.0,15.0,7.0,175.0,90.0,99.0
Nikon Coolpix L12,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,15.0,21.0,175.0,91.0,99.0
Nikon Coolpix L14,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,23.0,225.0,91.0,129.0
Nikon Coolpix L15,2007,3264.0,2592.0,8.0,35.0,105.0,50.0,15.0,32.0,225.0,91.0,159.0
Nikon Coolpix L2,2006,2816.0,2048.0,6.0,38.0,116.0,30.0,10.0,23.0,170.0,91.0,99.0
Nikon Coolpix L3,2006,2592.0,2048.0,5.0,38.0,116.0,30.0,10.0,23.0,170.0,91.0,99.0
Nikon Coolpix L4,2006,2272.0,1600.0,3.0,38.0,114.0,30.0,4.0,10.0,165.0,87.0,99.0
Nikon Coolpix L5,2006,3072.0,2592.0,7.0,38.0,190.0,50.0,4.0,8.0,210.0,97.0,99.0
Nikon Coolpix L6,2006,2816.0,2048.0,6.0,38.0,116.0,30.0,10.0,23.0,175.0,91.0,99.0
Nikon Coolpix P1,2005,3264.0,2592.0,8.0,35.0,126.0,50.0,4.0,32.0,185.0,91.0,99.0
Nikon Coolpix P2,2005,2592.0,2048.0,5.0,35.0,126.0,50.0,4.0,16.0,185.0,91.0,229.0
Nikon Coolpix P3,2006,3264.0,2592.0,8.0,36.0,126.0,30.0,4.0,23.0,200.0,92.0,229.0
Nikon Coolpix P4,2006,3264.0,2592.0,8.0,36.0,126.0,30.0,4.0,23.0,200.0,92.0,229.0
Nikon Coolpix P50,2007,3264.0,3200.0,8.0,28.0,102.0,50.0,5.0,52.0,210.0,95.0,229.0
Nikon Coolpix P5000,2007,3648.0,2592.0,10.0,36.0,126.0,30.0,4.0,26.0,240.0,98.0,399.0
Nikon Coolpix P5100,2007,4000.0,3264.0,12.0,35.0,123.0,30.0,4.0,52.0,250.0,98.0,399.0
Nikon Coolpix S1,2005,2592.0,2048.0,5.0,35.0,105.0,30.0,4.0,12.0,170.0,90.0,99.0
Nikon Coolpix S10,2006,2816.0,2048.0,6.0,38.0,380.0,30.0,4.0,16.0,280.0,113.0,99.0
Nikon Coolpix S2,2005,2592.0,2048.0,5.0,35.0,105.0,30.0,4.0,12.0,160.0,92.0,199.0
Nikon Coolpix S200,2007,3072.0,2592.0,7.0,38.0,114.0,60.0,10.0,20.0,165.0,92.0,229.0
Nikon Coolpix S3,2005,2816.0,2048.0,6.0,35.0,105.0,30.0,4.0,12.0,132.0,90.0,199.0
Nikon Coolpix S4,2005,2816.0,2048.0,6.0,38.0,380.0,30.0,6.0,13.0,225.0,112.0,199.0
Nikon Coolpix S5,2006,2816.0,2048.0,6.0,35.0,105.0,30.0,4.0,21.0,165.0,93.0,229.0
Nikon Coolpix S50,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,165.0,88.0,229.0
Nikon Coolpix S500,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,15.0,26.0,165.0,88.0,229.0
Nikon Coolpix S50c,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,165.0,88.0,329.0
Nikon Coolpix S51,2007,3264.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,175.0,93.0,279.0
Nikon Coolpix S510,2007,3264.0,3200.0,8.0,35.0,105.0,50.0,15.0,52.0,125.0,88.0,399.0
Nikon Coolpix S51c,2007,3264.0,2592.0,7.0,38.0,114.0,30.0,4.0,13.0,175.0,98.0,329.0
Nikon Coolpix S6,2006,2816.0,2048.0,6.0,35.0,105.0,30.0,4.0,20.0,170.0,101.0,199.0
Nikon Coolpix S7c,2006,3072.0,2592.0,7.0,35.0,105.0,30.0,4.0,14.0,170.0,101.0,199.0
Nikon Coolpix S9,2006,2816.0,2048.0,6.0,38.0,114.0,25.0,4.0,24.0,165.0,91.0,199.0
Nikon Coolpix SQ,2003,2016.0,1600.0,3.0,37.0,111.0,30.0,4.0,16.0,216.0,83.0,199.0
Nikon D1,1999,2000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1200.0,157.0,1599.0
Nikon D100,2002,3008.0,2240.0,6.0,0.0,0.0,0.0,0.0,0.0,780.0,144.0,1599.0
Nikon D1H,2001,2000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1200.0,157.0,1599.0
Nikon D1X,2001,3008.0,2000.0,5.0,0.0,0.0,0.0,0.0,0.0,1200.0,157.0,4699.0
Nikon D200,2005,3872.0,2896.0,10.0,0.0,0.0,0.0,0.0,0.0,920.0,147.0,1599.0
Nikon D2H,2003,2464.0,1840.0,4.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,1599.0
Nikon D2Hs,2005,2464.0,1840.0,4.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,4699.0
Nikon D2X,2004,4288.0,3216.0,12.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,4699.0
Nikon D2Xs,2006,4288.0,3216.0,12.0,0.0,0.0,0.0,0.0,0.0,1200.0,158.0,4699.0
Nikon D3,2007,4256.0,3184.0,12.0,0.0,0.0,0.0,0.0,0.0,1300.0,160.0,4999.0
Nikon D300,2007,4288.0,3216.0,12.0,0.0,0.0,0.0,0.0,0.0,925.0,147.0,1799.0
Nikon D40,2006,3008.0,2256.0,6.0,0.0,0.0,0.0,0.0,0.0,522.0,124.0,549.0
Nikon D40X,2007,3872.0,2896.0,10.0,0.0,0.0,0.0,0.0,0.0,522.0,124.0,549.0
Nikon D50,2005,3008.0,2256.0,6.0,0.0,0.0,0.0,0.0,0.0,620.0,133.0,1599.0
Nikon D70,2004,3008.0,2240.0,6.0,0.0,0.0,0.0,0.0,0.0,679.0,140.0,1599.0
Nikon D70s,2005,3008.0,2240.0,6.0,0.0,0.0,0.0,0.0,0.0,679.0,140.0,1599.0
Nikon D80,2006,3872.0,2896.0,10.0,0.0,0.0,0.0,0.0,0.0,668.0,132.0,1199.0
Olympus C-1,2001,1280.0,640.0,1.0,35.0,35.0,50.0,10.0,8.0,190.0,110.0,1699.0
Olympus D-370,2001,1280.0,1024.0,1.0,35.0,35.0,60.0,25.0,1.0,190.0,123.0,1699.0
Olympus D-380,2002,1600.0,1024.0,1.0,35.0,35.0,60.0,25.0,8.0,250.0,123.0,1699.0
Olympus D-150Z,2001,1280.0,640.0,1.0,38.0,114.0,50.0,20.0,8.0,190.0,110.0,1699.0
Olympus C-2,2001,1600.0,1024.0,1.0,36.0,36.0,50.0,10.0,16.0,220.0,110.0,1699.0
Olympus C-2000 Zoom,1999,1600.0,1024.0,1.0,35.0,105.0,80.0,20.0,8.0,380.0,108.0,129.0
Olympus D-510 Zoom,2001,1600.0,1024.0,1.0,35.0,105.0,80.0,20.0,8.0,250.0,118.0,129.0
Olympus C-2020 Zoom,1999,1600.0,1024.0,1.0,35.0,105.0,80.0,20.0,8.0,380.0,108.0,129.0
Olympus C-2040 Zoom,2000,1600.0,1024.0,1.0,40.0,120.0,80.0,20.0,8.0,380.0,108.0,129.0
Olympus C-21,1999,1600.0,1024.0,1.0,38.0,38.0,60.0,15.0,8.0,190.0,107.0,1699.0
Olympus C-2100 UZ,2000,1600.0,1280.0,1.0,38.0,380.0,60.0,10.0,8.0,540.0,113.0,129.0
Olympus C-2500 L,1999,1712.0,1280.0,2.0,36.0,110.0,80.0,2.0,32.0,530.0,109.0,129.0
Olympus C-3000 Zoom,2000,2048.0,1600.0,3.0,32.0,96.0,80.0,20.0,8.0,380.0,109.0,1699.0
Olympus C-300 Zoom,2002,1984.0,1600.0,3.0,36.0,100.0,80.0,20.0,16.0,300.0,118.0,1699.0
Olympus C-3020 Zoom,2001,2048.0,1600.0,3.0,32.0,96.0,80.0,20.0,8.0,380.0,109.0,1699.0
Olympus C-3030 Zoom,2000,2048.0,1600.0,3.0,32.0,96.0,80.0,20.0,16.0,380.0,109.0,1699.0
Olympus C-3040 Zoom,2000,2048.0,1600.0,3.0,35.0,105.0,80.0,20.0,16.0,420.0,109.0,1699.0
Olympus C-4000 Zoom,2002,2288.0,2048.0,3.0,32.0,96.0,80.0,2.0,16.0,400.0,110.0,129.0
Olympus C-4040 Zoom,2001,2272.0,2048.0,3.0,35.0,105.0,80.0,20.0,16.0,420.0,110.0,129.0
Olympus D-40 Zoom,2001,2272.0,2048.0,3.0,35.0,98.0,80.0,10.0,16.0,270.0,87.0,1699.0
Olympus C-5000 Zoom,2003,2560.0,2272.0,4.0,38.0,114.0,50.0,4.0,32.0,280.0,105.0,449.0
Olympus C-5050 Zoom,2002,2560.0,2288.0,4.0,35.0,105.0,80.0,20.0,32.0,480.0,114.0,449.0
Olympus C-5060 Zoom,2003,2592.0,2288.0,5.0,27.0,110.0,80.0,3.0,32.0,480.0,116.0,449.0
Olympus C-50 Zoom,2002,2560.0,2048.0,4.0,38.0,114.0,50.0,20.0,32.0,230.0,100.0,449.0
Olympus C-5500 Sport Zoom,2005,2592.0,2288.0,5.0,38.0,190.0,60.0,8.0,16.0,340.0,110.0,129.0
Olympus C-60 Zoom,2004,2816.0,2560.0,5.0,38.0,114.0,40.0,4.0,32.0,230.0,99.0,449.0
Olympus C-7000 Zoom,2004,3072.0,2592.0,7.0,38.0,190.0,60.0,2.0,32.0,280.0,102.0,129.0
Olympus C-700 UZ,2001,1600.0,1280.0,1.0,38.0,380.0,60.0,10.0,8.0,340.0,108.0,449.0
Olympus C-7070 Wide Zoom,2005,3072.0,2592.0,7.0,27.0,110.0,80.0,3.0,32.0,480.0,116.0,129.0
Olympus C-720 UZ,2002,1984.0,1600.0,3.0,40.0,320.0,60.0,10.0,16.0,340.0,108.0,449.0
Olympus C-730 UZ,2002,2048.0,1600.0,3.0,38.0,380.0,60.0,10.0,16.0,400.0,108.0,449.0
Olympus C-740 UZ,2003,2048.0,1600.0,3.0,38.0,380.0,60.0,3.0,16.0,340.0,108.0,449.0
Olympus C-750 UZ,2003,2288.0,2048.0,3.0,38.0,380.0,60.0,3.0,16.0,340.0,108.0,449.0
Olympus C-765 UZ,2004,2288.0,2048.0,3.0,38.0,380.0,60.0,7.0,16.0,310.0,105.0,449.0
Olympus C-770 UZ,2004,2288.0,2048.0,3.0,38.0,380.0,60.0,7.0,32.0,310.0,105.0,449.0
Olympus C-8080 Wide Zoom,2004,3264.0,2592.0,8.0,28.0,140.0,80.0,5.0,32.0,724.0,124.0,179.0
Olympus D-200L,1996,640.0,320.0,0.0,36.0,36.0,75.0,20.0,2.0,320.0,145.0,129.0
Olympus D-300L,1996,1024.0,512.0,0.0,36.0,36.0,50.0,20.0,6.0,320.0,145.0,1699.0
Olympus D-340L,1998,1280.0,640.0,1.0,36.0,36.0,70.0,10.0,4.0,320.0,128.0,1699.0
Olympus D-340R,1999,1280.0,640.0,1.0,36.0,36.0,70.0,10.0,8.0,320.0,128.0,1699.0
Olympus D-360L,2000,1280.0,640.0,1.0,36.0,36.0,50.0,10.0,8.0,280.0,128.0,1699.0
Olympus D-390,2003,1600.0,1024.0,1.0,35.0,35.0,50.0,20.0,16.0,230.0,108.0,1699.0
Olympus D-395,2004,2048.0,1024.0,3.0,33.0,33.0,50.0,20.0,16.0,210.0,110.0,1699.0
Olympus D-400 Zoom,1998,1280.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,129.0
Olympus D-425,2005,2288.0,1600.0,3.0,37.0,37.0,50.0,20.0,14.0,170.0,101.0,1699.0
Olympus D-435,2005,2592.0,1600.0,5.0,36.0,35.0,50.0,20.0,0.0,140.0,101.0,1699.0
Olympus D-450 Zoom,1999,1280.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,129.0
Olympus D-460 Zoom,2000,1280.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,449.0
Olympus D-490 Zoom,2000,1600.0,640.0,1.0,35.0,105.0,80.0,20.0,8.0,320.0,127.0,129.0
Olympus D-500L,1997,1024.0,640.0,0.0,50.0,150.0,60.0,30.0,2.0,490.0,115.0,449.0
