Model,Release date,Max resolution,Low resolution,Effective pixels,Zoom wide (W),Zoom tele (T),Normal focus range,Macro focus range,Storage included,Weight (inc. batteries),Dimensions,Price
Olympus D-520 Zoom,2002,1600.0,1024.0,1.0,35.0,105.0,50.0,20.0,8.0,220.0,112.0,449.0
Olympus D-535 Zoom,2004,2048.0,1600.0,3.0,38.0,114.0,50.0,2.0,12.0,190.0,88.0,449.0
Olympus D-540 Zoom,2004,2048.0,1600.0,3.0,38.0,114.0,50.0,2.0,16.0,200.0,100.0,449.0
Olympus D-545 Zoom,2005,2288.0,1600.0,3.0,38.0,114.0,50.0,2.0,14.0,190.0,106.0,449.0
Olympus D-560 Zoom,2003,2048.0,1024.0,3.0,35.0,105.0,50.0,20.0,16.0,220.0,108.0,449.0
Olympus D-580 Zoom,2004,2288.0,1600.0,3.0,35.0,105.0,50.0,7.0,16.0,210.0,108.0,179.0
Olympus D-595 Zoom,2005,2560.0,1600.0,4.0,38.0,114.0,50.0,2.0,14.0,190.0,105.0,449.0
Olympus D-600L,1997,1280.0,640.0,1.0,36.0,110.0,60.0,30.0,4.0,0.0,115.0,1699.0
Olympus D-620L,1998,1280.0,640.0,1.0,36.0,110.0,60.0,30.0,8.0,520.0,115.0,1699.0
Olympus D-630 Zoom,2005,2560.0,1600.0,4.0,35.0,105.0,60.0,10.0,14.0,175.0,94.0,129.0
Olympus E-1,2003,2560.0,1600.0,4.0,0.0,0.0,0.0,0.0,0.0,735.0,141.0,1699.0
Olympus E-10,2000,2240.0,1600.0,3.0,35.0,140.0,60.0,20.0,0.0,1190.0,129.0,1699.0
Olympus E-100 RS,2000,1368.0,1280.0,1.0,38.0,380.0,60.0,10.0,16.0,603.0,108.0,129.0
Olympus E-20,2001,2560.0,1792.0,4.0,35.0,140.0,60.0,20.0,16.0,1190.0,129.0,1699.0
Olympus E-3,2007,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,800.0,142.0,1699.0
Olympus E-300,2004,3264.0,3200.0,8.0,0.0,0.0,0.0,0.0,0.0,624.0,147.0,1699.0
Olympus E-330,2006,3136.0,2560.0,7.0,0.0,0.0,0.0,0.0,0.0,616.0,140.0,1699.0
Olympus E-400,2006,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,435.0,130.0,1699.0
Olympus E-410,2007,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,435.0,130.0,1699.0
Olympus E-500,2005,3264.0,3200.0,8.0,0.0,0.0,0.0,0.0,0.0,479.0,130.0,1699.0
Olympus E-510,2007,3648.0,3200.0,10.0,0.0,0.0,0.0,0.0,0.0,490.0,136.0,1699.0
Olympus FE-100,2005,2272.0,1600.0,4.0,35.0,106.0,50.0,5.0,28.0,160.0,88.0,129.0
Olympus FE-110,2005,2560.0,1600.0,5.0,35.0,106.0,50.0,5.0,28.0,160.0,88.0,129.0
Olympus FE-115,2006,2560.0,1600.0,5.0,38.0,106.0,50.0,2.0,28.0,160.0,88.0,129.0
Olympus FE-120,2005,2816.0,1600.0,6.0,38.0,114.0,50.0,5.0,14.0,160.0,106.0,129.0
Olympus FE-130,2006,2592.0,2048.0,5.0,38.0,114.0,10.0,5.0,22.0,160.0,96.0,129.0
Olympus FE-140,2006,2816.0,2048.0,6.0,38.0,114.0,10.0,5.0,22.0,160.0,96.0,129.0
Olympus FE-150,2006,2560.0,2048.0,5.0,32.0,96.0,50.0,6.0,9.0,175.0,90.0,129.0
Olympus FE-170,2006,2816.0,2048.0,6.0,38.0,114.0,0.0,0.0,10.0,175.0,90.0,129.0
Olympus FE-180,2006,2816.0,2048.0,6.0,38.0,114.0,0.0,0.0,10.0,170.0,88.0,179.0
Olympus FE-190,2006,2816.0,2048.0,6.0,38.0,114.0,0.0,0.0,22.0,150.0,91.0,129.0
Olympus FE-200,2006,2816.0,2048.0,6.0,28.0,140.0,0.0,0.0,24.0,195.0,98.0,129.0
Olympus FE-210,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,9.0,175.0,90.0,129.0
Olympus FE-230,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,10.0,20.0,145.0,91.0,129.0
Olympus FE-240,2007,3072.0,2048.0,7.0,38.0,190.0,70.0,10.0,20.0,145.0,91.0,129.0
Olympus FE-250,2007,3264.0,2048.0,8.0,38.0,105.0,60.0,10.0,20.0,155.0,94.0,129.0
Olympus FE-270,2007,3072.0,2048.0,7.0,38.0,114.0,60.0,5.0,6.0,122.0,90.0,129.0
Olympus FE-280,2007,3264.0,2048.0,8.0,36.0,108.0,60.0,5.0,48.0,108.0,92.0,179.0
Olympus FE-290,2007,3072.0,2048.0,7.0,28.0,112.0,40.0,5.0,6.0,142.0,98.0,129.0
Olympus FE-300,2007,4000.0,2048.0,12.0,35.0,105.0,60.0,10.0,48.0,115.0,94.0,129.0
Olympus IR-300,2005,2560.0,2048.0,4.0,38.0,114.0,50.0,5.0,15.0,160.0,99.0,129.0
Olympus Stylus 300 ,2003,2048.0,1600.0,3.0,35.0,105.0,50.0,20.0,16.0,220.0,99.0,229.0
Olympus Stylus 400 ,2003,2272.0,2048.0,3.0,35.0,105.0,50.0,20.0,16.0,220.0,99.0,229.0
Olympus SP-310,2005,3072.0,2592.0,7.0,38.0,114.0,20.0,5.0,32.0,230.0,100.0,449.0
Olympus SP-320,2006,3072.0,2592.0,7.0,38.0,114.0,20.0,2.0,25.0,230.0,100.0,449.0
Olympus SP-350,2005,3264.0,2592.0,8.0,38.0,114.0,20.0,5.0,32.0,245.0,100.0,449.0
Olympus SP-500 UZ,2005,2816.0,2592.0,6.0,38.0,380.0,60.0,3.0,10.0,385.0,106.0,449.0
Olympus SP-510 UZ,2006,3072.0,2560.0,7.0,38.0,380.0,60.0,3.0,0.0,410.0,106.0,449.0
Olympus SP-550 UZ,2007,3072.0,2560.0,7.0,28.0,504.0,10.0,1.0,20.0,460.0,116.0,449.0
Olympus SP-560 UZ,2007,3264.0,2560.0,8.0,27.0,486.0,10.0,1.0,47.0,365.0,116.0,449.0
Olympus SP-700,2005,2816.0,2288.0,6.0,38.0,114.0,30.0,10.0,11.0,180.0,98.0,449.0
Olympus Stylus 1000,2006,3648.0,2560.0,10.0,35.0,105.0,60.0,10.0,0.0,195.0,97.0,229.0
Olympus Stylus 1200,2007,4000.0,3264.0,12.0,35.0,105.0,60.0,10.0,47.0,125.0,98.0,249.0
Olympus Stylus 410 ,2004,2272.0,2048.0,3.0,35.0,105.0,50.0,20.0,16.0,200.0,99.0,229.0
Olympus Stylus 500 ,2004,2560.0,2048.0,4.0,35.0,105.0,50.0,7.0,32.0,200.0,99.0,229.0
Olympus Stylus 600 ,2005,2816.0,2560.0,6.0,35.0,105.0,50.0,7.0,8.0,195.0,97.0,229.0
Olympus Stylus 700 ,2006,3072.0,2560.0,7.0,37.0,111.0,60.0,8.0,19.0,140.0,95.0,229.0
Olympus Stylus 720 SW ,2006,3072.0,2560.0,7.0,37.0,111.0,60.0,8.0,19.0,190.0,95.0,299.0
Olympus Stylus 725 SW,2006,3072.0,2560.0,7.0,38.0,114.0,60.0,2.0,19.0,190.0,91.0,299.0
Olympus Stylus 730,2006,3072.0,2560.0,7.0,38.0,114.0,50.0,7.0,22.0,190.0,96.0,229.0
Olympus Stylus 740,2006,3072.0,2560.0,7.0,36.0,180.0,70.0,3.0,17.0,160.0,96.0,229.0
Olympus Stylus 750,2006,3072.0,2560.0,7.0,36.0,180.0,70.0,3.0,17.0,170.0,96.0,229.0
Olympus Stylus 760,2007,3072.0,2560.0,7.0,37.0,111.0,60.0,8.0,18.0,160.0,99.0,229.0
Olympus Stylus 770 SW,2007,3072.0,2560.0,7.0,38.0,114.0,50.0,7.0,18.0,195.0,92.0,299.0
Olympus Stylus 780,2007,3072.0,2560.0,7.0,36.0,180.0,70.0,3.0,18.0,195.0,100.0,299.0
Olympus Stylus 790 SW,2007,3072.0,2560.0,7.0,38.0,114.0,50.0,7.0,14.0,155.0,92.0,299.0
Olympus Stylus 800 ,2005,3264.0,2560.0,8.0,38.0,114.0,50.0,3.0,19.0,200.0,103.0,249.0
Olympus Stylus 810 ,2006,3264.0,2560.0,8.0,35.0,105.0,60.0,10.0,28.0,185.0,97.0,249.0
Olympus Stylus 820,2007,3264.0,2560.0,8.0,36.0,180.0,70.0,3.0,47.0,125.0,96.0,249.0
Olympus Stylus 830,2007,3248.0,2560.0,8.0,36.0,180.0,70.0,3.0,14.0,125.0,100.0,249.0
Olympus Stylus Verve ,2004,2272.0,2048.0,3.0,35.0,70.0,50.0,8.0,16.0,165.0,95.0,229.0
Olympus Stylus Verve  S,2005,2560.0,2048.0,4.0,35.0,70.0,50.0,8.0,16.0,165.0,95.0,299.0
Panasonic Lumix DMC-F7,2001,1600.0,800.0,1.0,35.0,70.0,50.0,10.0,8.0,200.0,104.0,1499.0
Panasonic Lumix DMC-FX01,2006,2816.0,2048.0,6.0,28.0,102.0,50.0,5.0,16.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX07,2006,3072.0,2560.0,7.0,28.0,102.0,50.0,5.0,0.0,170.0,94.0,1499.0
Panasonic Lumix DMC-FX1,2003,2048.0,1600.0,3.0,35.0,105.0,50.0,10.0,16.0,185.0,0.0,1499.0
Panasonic Lumix DMC-FX10,2007,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,27.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX100,2007,4000.0,3264.0,12.0,28.0,100.0,50.0,5.0,27.0,150.0,54.0,1499.0
Panasonic Lumix DMC-FX12,2007,3072.0,2560.0,7.0,35.0,105.0,50.0,5.0,27.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX2,2004,2304.0,1600.0,4.0,35.0,105.0,50.0,5.0,16.0,148.0,94.0,1499.0
Panasonic Lumix DMC-FX3,2006,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,13.0,165.0,94.0,299.0
Panasonic Lumix DMC-FX30,2007,3072.0,2560.0,7.0,28.0,100.0,50.0,5.0,27.0,162.0,95.0,299.0
Panasonic Lumix DMC-FX33,2007,3264.0,2560.0,8.0,28.0,100.0,50.0,5.0,27.0,154.0,95.0,299.0
Panasonic Lumix DMC-FX5,2003,2304.0,1600.0,4.0,35.0,105.0,50.0,10.0,16.0,185.0,0.0,1499.0
Panasonic Lumix DMC-FX50,2006,3072.0,2560.0,7.0,28.0,102.0,50.0,5.0,0.0,190.0,98.0,1499.0
Panasonic Lumix DMC-FX55,2007,3264.0,2560.0,8.0,28.0,100.0,50.0,5.0,27.0,165.0,95.0,1499.0
Panasonic Lumix DMC-FX7,2004,2560.0,2048.0,4.0,35.0,105.0,50.0,5.0,16.0,153.0,94.0,1499.0
Panasonic Lumix DMC-FX8,2005,2560.0,2560.0,5.0,35.0,105.0,50.0,5.0,16.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FX9,2005,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,16.0,155.0,94.0,1499.0
Panasonic Lumix DMC-FZ1,2002,1600.0,1280.0,2.0,35.0,420.0,30.0,3.0,8.0,354.0,125.0,149.0
Panasonic Lumix DMC-FZ10,2003,2304.0,1600.0,4.0,35.0,420.0,30.0,5.0,16.0,550.0,87.0,149.0
Panasonic Lumix DMC-FZ18,2007,3264.0,2560.0,8.0,28.0,504.0,30.0,1.0,27.0,407.0,118.0,149.0
Panasonic Lumix DMC-FZ2,2003,1600.0,1280.0,2.0,35.0,420.0,30.0,5.0,0.0,350.0,114.0,149.0
Panasonic Lumix DMC-FZ20,2004,2560.0,2048.0,5.0,36.0,432.0,30.0,5.0,16.0,556.0,87.0,149.0
Panasonic Lumix DMC-FZ3,2004,2016.0,1600.0,3.0,35.0,420.0,30.0,5.0,16.0,326.0,108.0,299.0
Panasonic Lumix DMC-FZ30,2005,3264.0,2560.0,8.0,35.0,420.0,30.0,5.0,32.0,740.0,141.0,299.0
Panasonic Lumix DMC-FZ4,2005,2304.0,1600.0,4.0,35.0,420.0,50.0,5.0,8.0,326.0,102.0,149.0
Panasonic Lumix DMC-FZ5,2005,2560.0,2048.0,4.0,36.0,432.0,50.0,5.0,16.0,326.0,108.0,149.0
Panasonic Lumix DMC-FZ50,2006,3648.0,3264.0,10.0,35.0,420.0,30.0,5.0,32.0,734.0,141.0,149.0
Panasonic Lumix DMC-FZ7,2006,2816.0,2304.0,6.0,36.0,432.0,30.0,5.0,16.0,340.0,113.0,149.0
Panasonic Lumix DMC-FZ8,2007,3072.0,2560.0,7.0,36.0,432.0,30.0,5.0,27.0,340.0,113.0,149.0
Panasonic Lumix DMC-L1,2006,3136.0,2560.0,7.0,0.0,0.0,0.0,0.0,0.0,606.0,146.0,1499.0
Panasonic Lumix DMC-L10,2007,3648.0,2816.0,10.0,0.0,0.0,0.0,0.0,0.0,556.0,135.0,1499.0
Panasonic Lumix DMC-LC1,2004,2560.0,2048.0,4.0,28.0,90.0,30.0,30.0,16.0,705.0,135.0,1499.0
Panasonic Lumix DMC-LC20,2002,1600.0,1024.0,1.0,35.0,105.0,50.0,15.0,8.0,290.0,99.0,1499.0
Panasonic Lumix DMC-LC33,2003,2048.0,1600.0,3.0,35.0,105.0,50.0,10.0,32.0,215.0,96.0,1499.0
Panasonic Lumix DMC-LC40,2002,2240.0,1600.0,3.0,33.0,100.0,30.0,6.0,16.0,420.0,104.0,1499.0
Panasonic Lumix DMC-LC43,2003,2304.0,1600.0,4.0,35.0,105.0,50.0,10.0,32.0,215.0,96.0,1499.0
Panasonic Lumix DMC-LC5,2001,2240.0,1600.0,3.0,33.0,100.0,30.0,6.0,32.0,435.0,128.0,1499.0
Panasonic Lumix DMC-LC50,2004,2048.0,1600.0,3.0,35.0,105.0,50.0,10.0,16.0,210.0,65.0,1499.0
Panasonic Lumix DMC-LC70,2004,2304.0,1600.0,4.0,35.0,105.0,50.0,10.0,16.0,210.0,65.0,1499.0
Panasonic Lumix DMC-LC80,2004,2560.0,2048.0,4.0,35.0,105.0,50.0,10.0,16.0,207.0,88.0,1499.0
Panasonic Lumix DMC-LS1,2005,2304.0,1600.0,4.0,35.0,105.0,50.0,5.0,14.0,188.0,94.0,1499.0
Panasonic Lumix DMC-LS2,2006,2560.0,2048.0,5.0,35.0,105.0,50.0,5.0,14.0,188.0,111.0,1499.0
Panasonic Lumix DMC-LS60,2007,2816.0,2048.0,6.0,35.0,105.0,50.0,5.0,27.0,188.0,94.0,149.0
Panasonic Lumix DMC-LS75,2007,3072.0,2560.0,7.0,35.0,105.0,50.0,5.0,27.0,188.0,94.0,1499.0
Panasonic Lumix DMC-LX1,2005,3840.0,3072.0,8.0,28.0,112.0,50.0,5.0,32.0,220.0,106.0,1499.0
Panasonic Lumix DMC-LX2,2006,4224.0,3840.0,10.0,28.0,112.0,50.0,5.0,13.0,220.0,106.0,1499.0
Panasonic Lumix DMC-LZ1,2005,2304.0,1600.0,4.0,37.0,222.0,50.0,5.0,14.0,224.0,101.0,149.0
Panasonic Lumix DMC-LZ2,2005,2560.0,2048.0,5.0,37.0,222.0,50.0,5.0,14.0,224.0,101.0,149.0
Panasonic Lumix DMC-LZ3,2006,2560.0,2048.0,5.0,37.0,222.0,50.0,5.0,14.0,230.0,100.0,149.0
Panasonic Lumix DMC-LZ5,2006,2816.0,2048.0,6.0,37.0,222.0,50.0,5.0,14.0,230.0,100.0,149.0
Panasonic Lumix DMC-LZ6,2007,3072.0,2560.0,7.0,37.0,222.0,50.0,5.0,27.0,230.0,99.0,149.0
Panasonic Lumix DMC-LZ7,2007,3072.0,2560.0,7.0,37.0,222.0,50.0,5.0,27.0,234.0,99.0,149.0
Panasonic Lumix DMC-TZ1,2006,2560.0,2048.0,4.0,35.0,350.0,40.0,5.0,13.0,250.0,112.0,299.0
Panasonic Lumix DMC-TZ2,2007,2816.0,2048.0,6.0,28.0,280.0,50.0,5.0,13.0,260.0,105.0,299.0
Panasonic Lumix DMC-TZ3,2007,3072.0,2560.0,7.0,28.0,280.0,50.0,5.0,13.0,280.0,105.0,299.0
Pentax EI-100,2001,1280.0,640.0,1.0,42.0,42.0,60.0,30.0,8.0,240.0,105.0,509.0
Pentax EI-200,2000,1600.0,800.0,1.0,34.0,108.0,50.0,10.0,16.0,390.0,128.0,509.0
Pentax EI-2000,2000,1600.0,800.0,1.0,34.0,108.0,50.0,10.0,16.0,630.0,144.0,509.0
Pentax *ist D,2003,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,650.0,129.0,799.0
Pentax *ist DL,2005,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,565.0,125.0,799.0
Pentax *ist DL2,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,565.0,125.0,799.0
Pentax *ist DS,2004,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,799.0
Pentax *ist DS2,2005,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,799.0
Pentax K100D,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,660.0,129.0,509.0
Pentax K100D Super,2007,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,646.0,129.0,509.0
Pentax K10D,2006,3872.0,3008.0,10.0,0.0,0.0,0.0,0.0,0.0,793.0,142.0,799.0
Pentax K110D,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,585.0,129.0,509.0
Pentax Optio 230,2002,1600.0,1024.0,1.0,38.0,114.0,50.0,10.0,16.0,230.0,104.0,269.0
Pentax Optio 30,2004,2048.0,1600.0,3.0,38.0,114.0,50.0,2.0,16.0,180.0,94.0,149.0
Pentax Optio 330,2001,2048.0,1024.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 330GS,2002,2048.0,1600.0,3.0,38.0,114.0,4.0,5.0,16.0,230.0,104.0,269.0
Pentax Optio 330RS,2002,2048.0,1024.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 33L,2003,2048.0,1600.0,3.0,38.0,114.0,40.0,10.0,16.0,225.0,105.0,269.0
Pentax Optio 33LF,2003,2048.0,1600.0,3.0,38.0,114.0,40.0,10.0,12.0,225.0,109.0,269.0
Pentax Optio 33WR,2003,2048.0,1600.0,3.0,37.0,104.0,30.0,1.0,16.0,208.0,82.0,269.0
Pentax Optio 430,2001,2240.0,1120.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 430RS,2002,2240.0,1120.0,3.0,37.0,111.0,40.0,14.0,16.0,240.0,92.0,269.0
Pentax Optio 43WR,2004,2288.0,1600.0,3.0,37.0,104.0,30.0,1.0,16.0,200.0,82.0,269.0
Pentax Optio 450,2003,2288.0,1600.0,3.0,37.0,187.0,60.0,2.0,16.0,250.0,100.0,149.0
Pentax Optio 50,2005,2560.0,2048.0,4.0,32.0,96.0,50.0,6.0,12.0,180.0,91.0,149.0
Pentax Optio 550,2003,2592.0,2048.0,5.0,37.0,187.0,60.0,2.0,16.0,250.0,100.0,149.0
Pentax Optio 555,2003,2592.0,2048.0,5.0,37.0,187.0,60.0,2.0,16.0,250.0,100.0,149.0
Pentax Optio 60,2005,2848.0,2272.0,6.0,36.0,108.0,50.0,5.0,12.0,200.0,91.0,149.0
Pentax Optio 750Z,2004,3056.0,2592.0,7.0,37.0,187.0,60.0,2.0,32.0,255.0,100.0,149.0
Pentax Optio A10,2006,3264.0,2592.0,8.0,38.0,114.0,35.0,6.0,24.0,145.0,89.0,249.0
Pentax Optio A20,2006,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,145.0,89.0,149.0
Pentax Optio A30,2007,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,145.0,89.0,269.0
Pentax Optio E10,2006,2816.0,2272.0,6.0,34.0,102.0,50.0,5.0,10.0,180.0,87.0,149.0
Pentax Optio E20,2006,2816.0,2272.0,6.0,34.0,102.0,50.0,5.0,13.0,180.0,90.0,149.0
Pentax Optio E30,2007,3072.0,2592.0,7.0,36.0,108.0,50.0,15.0,11.0,190.0,95.0,149.0
Pentax Optio E40,2007,3264.0,2592.0,8.0,37.0,112.0,40.0,15.0,10.0,175.0,94.0,149.0
Pentax Optio M10,2006,2816.0,2560.0,6.0,35.0,105.0,70.0,10.0,22.0,170.0,89.0,249.0
Pentax Optio M20,2006,3072.0,2560.0,7.0,38.0,114.0,40.0,5.0,22.0,180.0,94.0,149.0
Pentax Optio M30,2007,3072.0,2592.0,7.0,38.0,114.0,40.0,10.0,22.0,120.0,97.0,269.0
Pentax Optio M40,2007,3264.0,2592.0,8.0,36.0,108.0,40.0,5.0,21.0,136.0,97.0,149.0
Pentax Optio MX4,2004,2304.0,1600.0,4.0,37.0,370.0,40.0,10.0,16.0,375.0,73.0,149.0
Pentax Optio S,2003,2048.0,1024.0,3.0,35.0,105.0,40.0,6.0,16.0,115.0,83.0,149.0
Pentax Optio S10,2007,3648.0,3072.0,10.0,38.0,114.0,35.0,6.0,22.0,116.0,86.0,249.0
Pentax Optio S30,2004,2048.0,1600.0,3.0,38.0,114.0,40.0,6.0,11.0,175.0,89.0,269.0
Pentax Optio S4,2003,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,11.0,115.0,83.0,149.0
Pentax Optio S40,2004,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,11.0,175.0,89.0,149.0
Pentax Optio S45,2005,2304.0,1600.0,4.0,35.0,107.0,40.0,6.0,11.0,155.0,89.0,149.0
Pentax Optio S4i,2004,2304.0,1600.0,4.0,35.0,105.0,40.0,6.0,10.0,120.0,84.0,149.0
Pentax Optio S50,2004,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,11.0,180.0,89.0,149.0
Pentax Optio S55,2005,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,11.0,155.0,89.0,149.0
Pentax Optio S5i,2004,2560.0,2048.0,4.0,36.0,107.0,40.0,6.0,10.0,120.0,84.0,149.0
Pentax Optio S5n,2005,2560.0,2304.0,4.0,35.0,107.0,40.0,6.0,9.0,120.0,84.0,149.0
Pentax Optio S5z,2005,2560.0,2304.0,5.0,35.0,107.0,40.0,6.0,9.0,120.0,83.0,149.0
Pentax Optio S6,2005,2816.0,2560.0,6.0,37.0,112.0,40.0,15.0,23.0,120.0,86.0,149.0
Pentax Optio S60,2005,2816.0,2560.0,6.0,35.0,106.0,40.0,6.0,11.0,135.0,89.0,149.0
Pentax Optio S7,2006,3072.0,2592.0,7.0,37.0,112.0,40.0,15.0,23.0,120.0,86.0,149.0
Pentax Optio SV,2004,2560.0,2048.0,5.0,36.0,180.0,60.0,3.0,32.0,165.0,91.0,149.0
Pentax Optio SVi,2005,2560.0,2048.0,5.0,36.0,180.0,60.0,3.0,32.0,165.0,91.0,149.0
Pentax Optio T10,2006,2816.0,2592.0,6.0,37.0,112.0,40.0,15.0,12.0,155.0,95.0,249.0
Pentax Optio T20,2006,3072.0,2592.0,7.0,37.0,112.0,40.0,15.0,12.0,155.0,95.0,149.0
Pentax Optio T30,2007,3072.0,2592.0,7.0,38.0,112.0,40.0,15.0,20.0,155.0,95.0,269.0
Pentax Optio W10,2006,2816.0,2560.0,6.0,38.0,114.0,40.0,1.0,10.0,160.0,107.0,269.0
Pentax Optio W20,2006,3072.0,2560.0,7.0,38.0,114.0,40.0,1.0,21.0,150.0,107.0,269.0
Pentax Optio W30,2007,3072.0,2560.0,7.0,38.0,114.0,40.0,1.0,21.0,155.0,108.0,269.0
Pentax Optio WP,2005,2560.0,2304.0,4.0,38.0,114.0,40.0,1.0,10.0,135.0,102.0,269.0
Pentax Optio WPi,2005,2816.0,2560.0,6.0,38.0,114.0,40.0,1.0,10.0,135.0,102.0,269.0
Pentax Optio X,2004,2560.0,2048.0,5.0,36.0,107.0,40.0,6.0,14.0,145.0,112.0,149.0
Pentax Optio Z10,2007,3264.0,2592.0,8.0,38.0,266.0,40.0,8.0,0.0,0.0,94.0,249.0
Ricoh Caplio 500G,2006,3264.0,2592.0,8.0,28.0,85.0,30.0,1.0,26.0,450.0,133.0,229.0
Ricoh Caplio R1V,2005,2560.0,2048.0,4.0,28.0,135.0,30.0,1.0,12.0,195.0,100.0,99.0
Ricoh Caplio R2,2005,2560.0,2048.0,4.0,28.0,135.0,30.0,1.0,28.0,195.0,100.0,99.0
Ricoh Caplio R3,2005,2560.0,2048.0,4.0,28.0,200.0,30.0,1.0,26.0,165.0,95.0,99.0
Ricoh Caplio R30,2006,2560.0,2048.0,4.0,28.0,160.0,30.0,1.0,28.0,180.0,95.0,99.0
Ricoh Caplio R4,2006,2816.0,2048.0,6.0,28.0,200.0,30.0,1.0,26.0,165.0,95.0,99.0
Ricoh Caplio R40,2006,2816.0,2048.0,6.0,28.0,160.0,30.0,1.0,26.0,165.0,95.0,199.0
Ricoh Caplio R5,2006,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,26.0,165.0,96.0,99.0
Ricoh Caplio R6,2007,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,54.0,165.0,100.0,99.0
